record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
48701,Yes,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,No,No
48702,Yes,Yes,Yes,15 years old,Male,4 or 5 times,4 or 5 times,Most of the time,1,3 to 5 days,Never,Never,Yes,Yes,No,No,No
48703,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Rarely,No,No,No,Yes,Yes
48704,No,No,Yes,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
48705,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,3 to 5 days,Sometimes,Always,No,Yes,No,No,No
48706,Yes,Yes,Yes,16 years old,Male,2 or 3 times,4 or 5 times,Most of the time,2,3 to 5 days,Never,Sometimes,Yes,Yes,No,No,No
48707,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48709,Yes,Yes,No,15 years old,Male,1 time,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,Yes,No
48710,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48711,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
48712,No,No,No,15 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48713,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,1,6 to 9 days,Sometimes,Always,No,Yes,No,No,No
48714,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No,No,No,No
48715,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48716,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,Yes
48717,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48718,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,Yes
48719,No,No,No,15 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
48721,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
48723,No,No,No,15 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,0 days,Rarely,Always,No,No,Yes,No,No
48724,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48726,No,Yes,Yes,16 years old,Female,2 or 3 times,0 times,Rarely,2,0 days,Rarely,Rarely,No,No,No,No,No
48732,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Never,No,No,No,Yes,No
48733,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,Yes,No
48735,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Never,Never,No,No,No,Yes,Yes
48737,Yes,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Always,Sometimes,No,Yes,No,Yes,No
48738,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
48739,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
48741,No,No,No,15 years old,Female,0 times,0 times,Never,1,0 days,Most of the time,Always,No,No,No,Yes,No
48743,No,No,No,15 years old,Male,0 times,0 times,Never,0,0 days,Sometimes,Sometimes,No,No,No,No,No
48744,No,No,No,16 years old,Male,2 or 3 times,0 times,Rarely,3 or more,0 days,Always,Never,No,No,No,Yes,Yes
48745,No,Yes,No,15 years old,Male,0 times,0 times,Sometimes,2,0 days,Sometimes,Never,No,No,No,Yes,No
48746,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48747,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,Yes,No
48748,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
48749,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48751,No,Yes,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No,Yes,No,No
48752,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes,No,No,No
48753,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes,No,Yes,No
48754,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
48755,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
48756,No,No,No,16 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Always,Rarely,Yes,Yes,No,Yes,No
48757,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No,No,No,No
48758,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,Yes
48759,Yes,Yes,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No,No,Yes,No
48760,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Never,Never,No,No,No,No,No
48761,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,Yes,No
48762,No,Yes,No,16 years old,Male,1 time,1 time,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48763,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48764,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,No,Yes,No
48765,Yes,Yes,Yes,16 years old,Male,0 times,0 times,Sometimes,0,0 days,Rarely,Most of the time,No,No,No,Yes,Yes
48766,No,Yes,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48767,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48768,No,No,No,16 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Sometimes,Always,Yes,Yes,No,No,No
48769,No,No,No,16 years old,Male,0 times,6 or 7 times,Sometimes,3 or more,3 to 5 days,Never,Never,No,Yes,No,Yes,No
48770,Yes,Yes,No,17 years old,Male,12 or more times,8 or 9 times,Always,0,3 to 5 days,Never,Never,Yes,Yes,No,No,No
48771,No,No,No,16 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48774,No,No,No,17 years old,Male,2 or 3 times,2 or 3 times,Most of the time,0,1 or 2 days,Rarely,Never,Yes,Yes,No,No,No
48775,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
48777,No,No,Yes,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
48778,No,No,Yes,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48779,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
48780,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
48781,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
48782,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,3 to 5 days,Most of the time,Rarely,No,Yes,No,Yes,No
48783,No,No,No,17 years old,Female,0 times,0 times,Most of the time,2,10 or more days,Always,Rarely,Yes,Yes,No,No,No
48784,Yes,Yes,No,17 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Sometimes,Yes,No,No,Yes,No
48785,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Never,Sometimes,No,No,No,Yes,No
48786,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
48787,No,Yes,No,17 years old,Male,0 times,6 or 7 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,Yes,No
48789,Yes,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48790,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Sometimes,No,No,No,No,No
48791,No,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No,No,No,No
48793,Yes,No,No,17 years old,Male,0 times,0 times,Most of the time,0,1 or 2 days,Rarely,Never,Yes,Yes,No,No,No
48794,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48795,No,No,No,17 years old,Male,0 times,6 or 7 times,Never,3 or more,0 days,Most of the time,Never,No,No,No,No,No
48796,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
48797,Yes,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Always,Most of the time,No,Yes,No,No,No
48798,No,No,No,17 years old,Male,1 time,6 or 7 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48799,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48803,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
48804,Yes,Yes,Yes,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,Yes,No,No
48805,Yes,Yes,Yes,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48807,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Sometimes,No,No,No,No,No
48808,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
48810,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
48812,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
48813,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48814,No,No,Yes,13 years old,Female,0 times,0 times,Most of the time,2,0 days,Most of the time,Rarely,Yes,No,No,Yes,No
48815,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48816,No,No,Yes,13 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Always,No,No,No,No,No
48817,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48818,No,No,No,13 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48819,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48820,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No,No,No,No
48822,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,Yes
48824,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48825,No,No,No,13 years old,Male,0 times,0 times,Never,2,0 days,Always,Most of the time,No,No,No,No,No
48827,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48828,No,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
48830,Yes,No,No,13 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Most of the time,Yes,No,No,Yes,No
48831,No,No,Yes,14 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Always,No,No,No,No,No
48832,Yes,No,Yes,13 years old,Male,0 times,12 or more times,Rarely,2,0 days,Most of the time,Sometimes,No,No,No,No,No
48833,No,Yes,Yes,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
48836,Yes,Yes,Yes,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48837,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
48839,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48840,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,3 to 5 days,Always,Always,No,Yes,No,No,No
48842,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48844,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
48845,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48846,No,No,No,13 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Most of the time,No,No,No,Yes,Yes
48847,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,No
48848,Yes,No,No,14 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Always,No,No,No,Yes,No
48849,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
48851,No,No,No,13 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48852,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Rarely,No,No,No,No,No
48854,Yes,No,No,13 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48855,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
48857,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,No
48858,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Most of the time,No,No,No,No,No
48859,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
48861,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48862,No,No,No,13 years old,Female,0 times,0 times,Sometimes,1,0 days,Most of the time,Always,No,No,No,No,No
48863,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48865,No,Yes,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48866,Yes,Yes,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
48868,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48869,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48870,No,No,Yes,13 years old,Male,0 times,4 or 5 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
48871,No,No,Yes,13 years old,Male,1 time,1 time,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48874,Yes,No,Yes,14 years old,Female,0 times,0 times,Most of the time,1,0 days,Sometimes,Rarely,Yes,No,No,No,No
48876,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,Yes,No,No
48878,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48880,No,No,No,14 years old,Male,0 times,0 times,Sometimes,0,0 days,Most of the time,Most of the time,No,No,No,No,No
48881,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Most of the time,No,No,No,No,No
48882,Yes,Yes,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Most of the time,No,No,No,No,No
48885,No,Yes,Yes,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,No
48886,No,No,No,14 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48887,Yes,No,No,14 years old,Male,0 times,0 times,Rarely,2,0 days,Most of the time,Never,No,No,No,No,No
48889,No,No,Yes,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,Yes,No
48890,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
48891,No,No,No,14 years old,Female,0 times,0 times,Sometimes,2,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
48892,No,No,No,14 years old,Female,1 time,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48893,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48894,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
48896,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,Yes,No
48898,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Always,No,No,No,Yes,No
48899,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48900,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48901,No,No,No,14 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes,No,No,No
48902,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48903,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48904,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,Yes,No,No
48905,No,No,No,16 years old,Female,2 or 3 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
48907,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48908,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48909,Yes,No,Yes,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48910,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
48911,No,No,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48913,No,No,No,16 years old,Female,1 time,0 times,Rarely,2,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
48915,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48916,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
48917,No,No,No,15 years old,Female,2 or 3 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
48918,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
48919,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,No
48920,No,Yes,Yes,15 years old,Female,1 time,1 time,Most of the time,2,0 days,Most of the time,Never,Yes,No,No,Yes,No
48922,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48923,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Always,Most of the time,No,Yes,No,No,No
48924,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,Yes
48925,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48926,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,Yes
48928,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48929,No,No,No,15 years old,Male,0 times,0 times,Never,2,0 days,Sometimes,Sometimes,No,No,No,Yes,No
48930,No,No,No,15 years old,Male,0 times,1 time,Never,3 or more,3 to 5 days,Most of the time,Always,No,Yes,No,No,No
48931,No,Yes,No,15 years old,Male,2 or 3 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48932,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
48933,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
48934,Yes,Yes,No,15 years old,Male,0 times,2 or 3 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
48935,No,No,Yes,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48936,No,Yes,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48937,No,No,No,16 years old,Female,0 times,0 times,Most of the time,2,0 days,Always,Most of the time,Yes,No,No,No,No
48938,No,Yes,No,16 years old,Male,0 times,2 or 3 times,Most of the time,1,0 days,Rarely,Never,Yes,No,No,No,No
48939,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No,No,No,No
48940,No,Yes,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
48941,No,Yes,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
48942,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Always,No,No,No,No,No
48943,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Always,3 or more,1 or 2 days,Rarely,Rarely,Yes,Yes,No,No,No
48944,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No,No,Yes,No
48945,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,Yes,Yes
48946,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
48947,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Sometimes,Yes,No,No,No,No
48949,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48952,No,No,No,16 years old,Male,0 times,0 times,Rarely,1,0 days,Sometimes,Never,No,No,Yes,No,No
48953,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes,No,No,No
48954,No,Yes,No,17 years old,Male,0 times,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No,No,No,No
48956,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
48957,No,No,Yes,16 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48958,No,No,No,16 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Always,Rarely,No,No,No,No,No
48959,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
48960,No,No,Yes,16 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,No,Yes,No
48961,No,No,Yes,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48962,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48964,No,No,No,16 years old,Male,0 times,0 times,Rarely,2,0 days,Rarely,Rarely,No,No,No,No,No
48966,No,Yes,No,16 years old,Male,0 times,2 or 3 times,Rarely,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
48967,No,No,No,16 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
48968,No,No,No,16 years old,Female,1 time,0 times,Rarely,2,6 to 9 days,Most of the time,Never,No,Yes,No,No,No
48969,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48970,No,No,Yes,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
48971,No,No,No,16 years old,Female,0 times,0 times,Most of the time,2,0 days,Sometimes,Most of the time,Yes,No,No,No,No
48972,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
48973,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,Yes,No,No
48975,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Always,Most of the time,No,No,No,No,No
48976,No,Yes,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48978,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
48980,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
48981,No,No,No,17 years old,Female,0 times,0 times,Rarely,1,0 days,Sometimes,Always,No,No,No,No,No
48982,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,Yes
48983,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48985,No,No,No,17 years old,Female,0 times,0 times,Sometimes,1,1 or 2 days,Rarely,Never,No,Yes,No,No,No
48986,No,No,No,17 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Most of the time,No,No,No,No,No
48988,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No,No,No,No
48990,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Sometimes,No,No,No,No,No
48991,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,No
48992,No,No,Yes,17 years old,Male,0 times,0 times,Rarely,2,0 days,Sometimes,Sometimes,No,No,No,No,No
48993,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
